src,trg,NL,Sim_Score
passio,passio,0,0.301029995663981
plasma,plasma,0,0.301029995663981
pascal,pascal,0,0.301029995663981
passat,passat,0,0.301029995663981
picasa,picasa,0,0.301029995663981
pagasa,pagasa,0,0.301029995663981
pasqua,pasqua,0,0.301029995663981
pascua,pascua,0,0.301029995663981
mef,meff,0.25,0.243038048686294
mek,meek,0.25,0.243038048686294
dorothy,dorothy,0,0.301029995663981
méxico,méxico,0,0.301029995663981
mexico,mexico,0,0.301029995663981
micro,micro,0,0.301029995663981
micron,micron,0,0.301029995663981
micros,micros,0,0.301029995663981
michio,michio,0,0.301029995663981
medico,medico,0,0.301029995663981
amico,amico,0,0.301029995663981
maximo,maximo,0,0.301029995663981
máximo,máximo,0,0.301029995663981
mexica,mexica,0,0.301029995663981
vegetal,vegetal,0,0.301029995663981
chance,chance,0,0.301029995663981
horace,horace,0,0.301029995663981
hacker,hacker,0,0.301029995663981
hacked,hacked,0,0.301029995663981
chace,chace,0,0.301029995663981
haacke,haacke,0,0.301029995663981
faces,faces,0,0.301029995663981
grace,grace,0,0.301029995663981
alice,alice,0,0.301029995663981
sauce,sauce,0,0.301029995663981
cache,cache,0,0.301029995663981
aces,acces,0.2,0.255272505103306
lacey,lacey,0,0.301029995663981
facie,facie,0,0.301029995663981
bache,bache,0,0.301029995663981
jacek,jacek,0,0.301029995663981
maceo,maceo,0,0.301029995663981
acces,acces,0,0.301029995663981
acela,acela,0,0.301029995663981
accel,accel,0,0.301029995663981
tache,tache,0,0.301029995663981
alces,alces,0,0.301029995663981
ice,iice,0.25,0.243038048686294
vice,vice,0,0.301029995663981
chef,chef,0,0.301029995663981
chew,chew,0,0.301029995663981
che,chee,0.25,0.243038048686294
cebu,cebu,0,0.301029995663981
iced,iced,0,0.301029995663981
ceh,cceh,0.25,0.243038048686294
chez,chez,0,0.301029995663981
voce,voce,0,0.301029995663981
cei,ceei,0.25,0.243038048686294
cech,cech,0,0.301029995663981
ced,cedd,0.25,0.243038048686294
chek,chek,0,0.301029995663981
cve,ccve,0.25,0.243038048686294
bice,bice,0,0.301029995663981
cedd,cedd,0,0.301029995663981
chex,chex,0,0.301029995663981
ceci,ceci,0,0.301029995663981
back,back,0,0.301029995663981
jack,jack,0,0.301029995663981
acid,acid,0,0.301029995663981
bach,bach,0,0.301029995663981
mack,mack,0,0.301029995663981
mach,mach,0,0.301029995663981
zack,zack,0,0.301029995663981
zach,zach,0,0.301029995663981
cac,caac,0.25,0.243038048686294
imac,imac,0,0.301029995663981
auch,auch,0,0.301029995663981
fach,fach,0,0.301029995663981
gmac,gmac,0,0.301029995663981
abcd,abcd,0,0.301029995663981
abc2,abc2,0,0.301029995663981
icac,icac,0,0.301029995663981
achi,achi,0,0.301029995663981
fiac,fiac,0,0.301029995663981
heche,heche,0,0.301029995663981
heck,heck,0,0.301029995663981
heim,heim,0,0.301029995663981
heg,hegg,0.25,0.243038048686294
chic,chic,0,0.301029995663981
hsbc,hsbc,0,0.301029995663981
huck,huck,0,0.301029995663981
lhcb,lhcb,0,0.301029995663981
phuc,phuc,0,0.301029995663981
sdhc,sdhc,0,0.301029995663981
shape,shape,0,0.301029995663981
shame,shame,0,0.301029995663981
shake,shake,0,0.301029995663981
whale,whale,0,0.301029995663981
hague,hague,0,0.301029995663981
hazel,hazel,0,0.301029995663981
hale,halle,0.2,0.255272505103306
shale,shale,0,0.301029995663981
halle,halle,0,0.301029995663981
hawke,hawke,0,0.301029995663981
thame,thame,0,0.301029995663981
haile,haile,0,0.301029995663981
havel,havel,0,0.301029995663981
hamel,hamel,0,0.301029995663981
hamed,hamed,0,0.301029995663981
hafez,hafez,0,0.301029995663981
hagel,hagel,0,0.301029995663981
chale,chale,0,0.301029995663981
hable,hable,0,0.301029995663981
shack,shack,0,0.301029995663981
chaco,chaco,0,0.301029995663981
hauck,hauck,0,0.301029995663981
stunt,stunt,0,0.301029995663981
elián,elián,0,0.301029995663981
elton,elton,0,0.301029995663981
eaton,eaton,0,0.301029995663981
petén,petén,0,0.301029995663981
espn2,espn2,0,0.301029995663981
westin,westin,0,0.301029995663981
isidro,isidro,0,0.301029995663981
isidor,isidor,0,0.301029995663981
ysidro,ysidro,0,0.301029995663981
shindo,shindo,0,0.301029995663981
video,video,0,0.301029995663981
widow,widow,0,0.301029995663981
idaho,idaho,0,0.301029995663981
guido,guido,0,0.301029995663981
hideo,hideo,0,0.301029995663981
lindo,lindo,0,0.301029995663981
ejido,ejido,0,0.301029995663981
vidor,vidor,0,0.301029995663981
bird,bird,0,0.301029995663981
grid,grid,0,0.301029995663981
kid,kidd,0.25,0.243038048686294
rfid,rfid,0,0.301029995663981
kidd,kidd,0,0.301029995663981
vida,vida,0,0.301029995663981
imdb,imdb,0,0.301029995663981
idp,idpp,0.25,0.243038048686294
zaid,zaid,0,0.301029995663981
cida,cida,0,0.301029995663981
abid,abid,0,0.301029995663981
imad,imad,0,0.301029995663981
ziad,ziad,0,0.301029995663981
frid,frid,0,0.301029995663981
zeid,zeid,0,0.301029995663981
fida,fida,0,0.301029995663981
sydow,sydow,0,0.301029995663981
sdf,ssdf,0.25,0.243038048686294
sioux,sioux,0,0.301029995663981
casio,casio,0,0.301029995663981
saito,saito,0,0.301029995663981
socio,socio,0,0.301029995663981
savio,savio,0,0.301029995663981
siglo,siglo,0,0.301029995663981
simao,simao,0,0.301029995663981
sitio,sitio,0,0.301029995663981
sabio,sabio,0,0.301029995663981
sixto,sixto,0,0.301029995663981
bosio,bosio,0,0.301029995663981
asimo,asimo,0,0.301029995663981
solid,solid,0,0.301029995663981
usaid,usaid,0,0.301029995663981
sayid,sayid,0,0.301029995663981
sajid,sajid,0,0.301029995663981
sidra,sidra,0,0.301029995663981
saida,saida,0,0.301029995663981
saidi,saidi,0,0.301029995663981
partido,partido,0,0.301029995663981
garrido,garrido,0,0.301029995663981
martino,martino,0,0.301029995663981
partito,partito,0,0.301029995663981
artemio,artemio,0,0.301029995663981
perdido,perdido,0,0.301029995663981
phaidon,phaidon,0,0.301029995663981
placido,placido,0,0.301029995663981
patriot,patriot,0,0.301029995663981
patios,patios,0,0.301029995663981
patiño,patiño,0,0.301029995663981
picardo,picardo,0,0.301029995663981
paraiso,paraiso,0,0.301029995663981
parisot,parisot,0,0.301029995663981
urology,urology,0,0.301029995663981
partita,partita,0,0.301029995663981
unidad,unidad,0,0.301029995663981
cidade,cidade,0,0.301029995663981
piedad,piedad,0,0.301029995663981
mcdade,mcdade,0,0.301029995663981
cuddy,cuddy,0,0.301029995663981
amtrak,amtrak,0,0.301029995663981
caudal,caudal,0,0.301029995663981
cauda,cauda,0,0.301029995663981
caridad,caridad,0,0.301029995663981
calida,calida,0,0.301029995663981
lucida,lucida,0,0.301029995663981
uchida,uchida,0,0.301029995663981
ciutat,ciutat,0,0.301029995663981
boutros,boutros,0,0.301029995663981
astros,astros,0,0.301029995663981
trolls,trolls,0,0.301029995663981
metros,metros,0,0.301029995663981
turbos,turbos,0,0.301029995663981
canción,canción,0,0.301029995663981
tromso,tromso,0,0.301029995663981
cross,cross,0,0.301029995663981
rose,rosse,0.2,0.255272505103306
rocks,rocks,0,0.301029995663981
gross,gross,0,0.301029995663981
rolls,rolls,0,0.301029995663981
frost,frost,0,0.301029995663981
rosa,rossa,0.2,0.255272505103306
bros,bross,0.2,0.255272505103306
rosie,rosie,0,0.301029995663981
frogs,frogs,0,0.301029995663981
rossi,rossi,0,0.301029995663981
irons,irons,0,0.301029995663981
rosy,rossy,0.2,0.255272505103306
rouse,rouse,0,0.301029995663981
roms,rooms,0.2,0.255272505103306
gros,gross,0.2,0.255272505103306
rosso,rosso,0,0.301029995663981
rossa,rossa,0,0.301029995663981
rosat,rosat,0,0.301029995663981
rots,roots,0.2,0.255272505103306
roush,roush,0,0.301029995663981
cros,cross,0.2,0.255272505103306
grosz,grosz,0,0.301029995663981
rosse,rosse,0,0.301029995663981
rosco,rosco,0,0.301029995663981
rosi,rossi,0.2,0.255272505103306
crocs,crocs,0,0.301029995663981
kross,kross,0,0.301029995663981
trout,trout,0,0.301029995663981
turbo,turbo,0,0.301029995663981
vitro,vitro,0,0.301029995663981
troll,troll,0,0.301029995663981
taro,tarro,0.2,0.255272505103306
strom,strom,0,0.301029995663981
outro,outro,0,0.301029995663981
tirol,tirol,0,0.301029995663981
turok,turok,0,0.301029995663981
turco,turco,0,0.301029995663981
tyron,tyron,0,0.301029995663981
trigo,trigo,0,0.301029995663981
tauro,tauro,0,0.301029995663981
trong,trong,0,0.301029995663981
poros,porros,0.166666666666667,0.263241434774581
moros,morros,0.166666666666667,0.263241434774581
works,works,0,0.301029995663981
hours,hours,0,0.301029995663981
worst,worst,0,0.301029995663981
corps,corps,0,0.301029995663981
yours,yours,0,0.301029995663981
boris,boris,0,0.301029995663981
orbis,orbis,0,0.301029995663981
horus,horus,0,0.301029995663981
joris,joris,0,0.301029995663981
mors,moors,0.2,0.255272505103306
jours,jours,0,0.301029995663981
corsi,corsi,0,0.301029995663981
cors,coors,0.2,0.255272505103306
orsay,orsay,0,0.301029995663981
moris,moris,0,0.301029995663981
corts,corts,0,0.301029995663981
orion,orion,0,0.301029995663981
orton,orton,0,0.301029995663981
boro,borro,0.2,0.255272505103306
zorro,zorro,0,0.301029995663981
moro,morro,0.2,0.255272505103306
morro,morro,0,0.301029995663981
borgo,borgo,0,0.301029995663981
douro,douro,0,0.301029995663981
goro,gorro,0.2,0.255272505103306
orlov,orlov,0,0.301029995663981
ro-ro,ro-ro,0,0.301029995663981
loro,lloro,0.2,0.255272505103306
foro,forro,0.2,0.255272505103306
roro,rorro,0.2,0.255272505103306
borno,borno,0,0.301029995663981
horno,horno,0,0.301029995663981
oruro,oruro,0,0.301029995663981
floro,floro,0,0.301029995663981
oriol,oriol,0,0.301029995663981
forno,forno,0,0.301029995663981
norio,norio,0,0.301029995663981
zoro,zorro,0.2,0.255272505103306
photos,photos,0,0.301029995663981
motors,motors,0,0.301029995663981
potosí,potosí,0,0.301029995663981
potosi,potosi,0,0.301029995663981
protos,protos,0,0.301029995663981
boats,boats,0,0.301029995663981
shots,shots,0,0.301029995663981
fonts,fonts,0,0.301029995663981
coats,coats,0,0.301029995663981
goats,goats,0,0.301029995663981
colts,colts,0,0.301029995663981
notts,notts,0,0.301029995663981
volts,volts,0,0.301029995663981
bots,boots,0.2,0.255272505103306
bots,botts,0.2,0.255272505103306
nots,notts,0.2,0.255272505103306
vogts,vogts,0,0.301029995663981
botts,botts,0,0.301029995663981
photo,photo,0,0.301029995663981
motor,motor,0,0.301029995663981
kyoto,kyoto,0,0.301029995663981
rotor,rotor,0,0.301029995663981
otago,otago,0,0.301029995663981
soto,sotto,0.2,0.255272505103306
lotto,lotto,0,0.301029995663981
botox,botox,0,0.301029995663981
sotto,sotto,0,0.301029995663981
potok,potok,0,0.301029995663981
molto,molto,0,0.301029995663981
ponto,ponto,0,0.301029995663981
naoto,naoto,0,0.301029995663981
otelo,otelo,0,0.301029995663981
boito,boito,0,0.301029995663981
others,others,0,0.301029995663981
other,other,0,0.301029995663981
outer,outer,0,0.301029995663981
otter,otter,0,0.301029995663981
ostrom,ostrom,0,0.301029995663981
botero,botero,0,0.301029995663981
totoro,totoro,0,0.301029995663981
nostro,nostro,0,0.301029995663981
díaz,díaz,0,0.301029995663981
dad,daad,0.25,0.243038048686294
dam,damm,0.25,0.243038048686294
mdma,mdma,0,0.301029995663981
daud,daud,0,0.301029995663981
damm,damm,0,0.301029995663981
daum,daum,0,0.301029995663981
cfda,cfda,0,0.301029995663981
cilento,cilento,0,0.301029995663981
viento,viento,0,0.301029995663981
denton,denton,0,0.301029995663981
fenton,fenton,0,0.301029995663981
benton,benton,0,0.301029995663981
kenton,kenton,0,0.301029995663981
benito,benito,0,0.301029995663981
veneto,veneto,0,0.301029995663981
renato,renato,0,0.301029995663981
trento,trento,0,0.301029995663981
menton,menton,0,0.301029995663981
mentos,mentos,0,0.301029995663981
venuto,venuto,0,0.301029995663981
linton,linton,0,0.301029995663981
pinto,pinto,0,0.301029995663981
winton,winton,0,0.301029995663981
vinton,vinton,0,0.301029995663981
jintao,jintao,0,0.301029995663981
minato,minato,0,0.301029995663981
nieto,nieto,0,0.301029995663981
prieto,prieto,0,0.301029995663981
piceno,piceno,0,0.301029995663981
jimeno,jimeno,0,0.301029995663981
client,client,0,0.301029995663981
silent,silent,0,0.301029995663981
orient,orient,0,0.301029995663981
centcom,centcom,0,0.301029995663981
centros,centros,0,0.301029995663981
centavo,centavo,0,0.301029995663981
cueto,cueto,0,0.301029995663981
censor,censor,0,0.301029995663981
recent,recent,0,0.301029995663981
accent,accent,0,0.301029995663981
cement,cement,0,0.301029995663981
lucent,lucent,0,0.301029995663981
clinton,clinton,0,0.301029995663981
jacinto,jacinto,0,0.301029995663981
cristo,cristo,0,0.301029995663981
citron,citron,0,0.301029995663981
citgo,citgo,0,0.301029995663981
pacino,pacino,0,0.301029995663981
chino,chino,0,0.301029995663981
cinco,cinco,0,0.301029995663981
encino,encino,0,0.301029995663981
cimino,cimino,0,0.301029995663981
chinos,chinos,0,0.301029995663981
clint,clint,0,0.301029995663981
cicero,cicero,0,0.301029995663981
cielo,cielo,0,0.301029995663981
chievo,chievo,0,0.301029995663981
ciego,ciego,0,0.301029995663981
crimen,crimen,0,0.301029995663981
ancient,ancient,0,0.301029995663981
ahora,ahorra,0.166666666666667,0.263241434774581
hora,horra,0.2,0.255272505103306
howrah,howrah,0,0.301029995663981
horna,horna,0,0.301029995663981
moral,moral,0,0.301029995663981
organ,organ,0,0.301029995663981
flora,flora,0,0.301029995663981
moran,moran,0,0.301029995663981
lorna,lorna,0,0.301029995663981
norma,norma,0,0.301029995663981
moira,moira,0,0.301029995663981
mora,morra,0.2,0.255272505103306
goran,goran,0,0.301029995663981
forma,forma,0,0.301029995663981
bora,borra,0.2,0.255272505103306
norah,norah,0,0.301029995663981
forza,forza,0,0.301029995663981
lorca,lorca,0,0.301029995663981
doria,doria,0,0.301029995663981
zoran,zoran,0,0.301029995663981
gora,gorra,0.2,0.255272505103306
korda,korda,0,0.301029995663981
norad,norad,0,0.301029995663981
lora,llora,0.2,0.255272505103306
borja,borja,0,0.301029995663981
zora,zorra,0.2,0.255272505103306
gorda,gorda,0,0.301029995663981
morar,morar,0,0.301029995663981
morna,morna,0,0.301029995663981
borat,borat,0,0.301029995663981
orman,orman,0,0.301029995663981
moura,moura,0,0.301029995663981
dorma,dorma,0,0.301029995663981
borda,borda,0,0.301029995663981
borba,borba,0,0.301029995663981
zorba,zorba,0,0.301029995663981
osram,osram,0,0.301029995663981
lorax,lorax,0,0.301029995663981
morra,morra,0,0.301029995663981
oryza,oryza,0,0.301029995663981
doral,doral,0,0.301029995663981
yoram,yoram,0,0.301029995663981
gorka,gorka,0,0.301029995663981
loria,loria,0,0.301029995663981
ordaz,ordaz,0,0.301029995663981
orban,orban,0,0.301029995663981
evora,evora,0,0.301029995663981
orlan,orlan,0,0.301029995663981
ogura,ogura,0,0.301029995663981
noria,noria,0,0.301029995663981
hydra,hydra,0,0.301029995663981
hera,herra,0.2,0.255272505103306
hiram,hiram,0,0.301029995663981
shura,shura,0,0.301029995663981
hura,hurra,0.2,0.255272505103306
mehra,mehra,0,0.301029995663981
shira,shira,0,0.301029995663981
hirai,hirai,0,0.301029995663981
uhura,uhura,0,0.301029995663981
chola,chola,0,0.301029995663981
rhoda,rhoda,0,0.301029995663981
ochoa,ochoa,0,0.301029995663981
hoxha,hoxha,0,0.301029995663981
hoffa,hoffa,0,0.301029995663981
shoah,shoah,0,0.301029995663981
shola,shola,0,0.301029995663981
bhoja,bhoja,0,0.301029995663981
hogar,hogar,0,0.301029995663981
honor,honor,0,0.301029995663981
choir,choir,0,0.301029995663981
homer,homer,0,0.301029995663981
humor,humor,0,0.301029995663981
thorn,thorn,0,0.301029995663981
johor,johor,0,0.301029995663981
hjort,hjort,0,0.301029995663981
chori,chori,0,0.301029995663981
aurora,aurora,0,0.301029995663981
zamora,zamora,0,0.301029995663981
anorak,anorak,0,0.301029995663981
amoral,amoral,0,0.301029995663981
angora,angora,0,0.301029995663981
samoa,samoa,0,0.301029995663981
aloha,aloha,0,0.301029995663981
alcoa,alcoa,0,0.301029995663981
avoca,avoca,0,0.301029995663981
lagoa,lagoa,0,0.301029995663981
major,major,0,0.301029995663981
actor,actor,0,0.301029995663981
manor,manor,0,0.301029995663981
labor,labor,0,0.301029995663981
favor,favor,0,0.301029995663981
armor,armor,0,0.301029995663981
razor,razor,0,0.301029995663981
arbor,arbor,0,0.301029995663981
maori,maori,0,0.301029995663981
calor,calor,0,0.301029995663981
amor,ammor,0.2,0.255272505103306
valor,valor,0,0.301029995663981
tabor,tabor,0,0.301029995663981
gabor,gabor,0,0.301029995663981
amour,amour,0,0.301029995663981
kaoru,kaoru,0,0.301029995663981
accor,accor,0,0.301029995663981
maior,maior,0,0.301029995663981
bator,bator,0,0.301029995663981
acord,acord,0,0.301029995663981
ardor,ardor,0,0.301029995663981
alcor,alcor,0,0.301029995663981
davor,davor,0,0.301029995663981
andhra,andhra,0,0.301029995663981
sahara,sahara,0,0.301029995663981
ashram,ashram,0,0.301029995663981
ashraf,ashraf,0,0.301029995663981
ashura,ashura,0,0.301029995663981
zahara,zahara,0,0.301029995663981
ahead,ahead,0,0.301029995663981
alpha,alpha,0,0.301029995663981
omaha,omaha,0,0.301029995663981
ahmad,ahmad,0,0.301029995663981
sabha,sabha,0,0.301029995663981
mahal,mahal,0,0.301029995663981
bahia,bahia,0,0.301029995663981
sacha,sacha,0,0.301029995663981
yahya,yahya,0,0.301029995663981
radha,radha,0,0.301029995663981
azhar,azhar,0,0.301029995663981
dahab,dahab,0,0.301029995663981
macha,macha,0,0.301029995663981
bahía,bahía,0,0.301029995663981
wahab,wahab,0,0.301029995663981
sahar,sahar,0,0.301029995663981
nahal,nahal,0,0.301029995663981
bahar,bahar,0,0.301029995663981
ahuja,ahuja,0,0.301029995663981
nahar,nahar,0,0.301029995663981
nahua,nahua,0,0.301029995663981
talha,talha,0,0.301029995663981
adham,adham,0,0.301029995663981
racha,racha,0,0.301029995663981
sahab,sahab,0,0.301029995663981
yahia,yahia,0,0.301029995663981
tahar,tahar,0,0.301029995663981
rahma,rahma,0,0.301029995663981
tahir,tahir,0,0.301029995663981
bahru,bahru,0,0.301029995663981
zahir,zahir,0,0.301029995663981
dahir,dahir,0,0.301029995663981
ashur,ashur,0,0.301029995663981
ashoka,ashoka,0,0.301029995663981
yahoo,yahoo,0,0.301029995663981
macho,macho,0,0.301029995663981
mahon,mahon,0,0.301029995663981
tahoe,tahoe,0,0.301029995663981
ashok,ashok,0,0.301029995663981
kahlo,kahlo,0,0.301029995663981
nacho,nacho,0,0.301029995663981
basho,basho,0,0.301029995663981
ahold,ahold,0,0.301029995663981
tacho,tacho,0,0.301029995663981
author,author,0,0.301029995663981
lahore,lahore,0,0.301029995663981
cahors,cahors,0,0.301029995663981
ashour,ashour,0,0.301029995663981
unique,unique,0,0.301029995663981
cinque,cinque,0,0.301029995663981
banque,banque,0,0.301029995663981
ubique,ubique,0,0.301029995663981
antique,antique,0,0.301029995663981
basque,basque,0,0.301029995663981
jaques,jaques,0,0.301029995663981
jacque,jacque,0,0.301029995663981
avenue,avenue,0,0.301029995663981
manuel,manuel,0,0.301029995663981
knows,knows,0,0.301029995663981
noise,noise,0,0.301029995663981
nikos,nikos,0,0.301029995663981
minos,minos,0,0.301029995663981
noyes,noyes,0,0.301029995663981
jános,jános,0,0.301029995663981
novas,novas,0,0.301029995663981
novus,novus,0,0.301029995663981
nomes,nomes,0,0.301029995663981
nossa,nossa,0,0.301029995663981
nobbs,nobbs,0,0.301029995663981
nobs,nobbs,0.2,0.255272505103306
menos,menos,0,0.301029995663981
nbsp,nbsp,0,0.301029995663981
ncis,ncis,0,0.301029995663981
velez,velez,0,0.301029995663981
tévez,tévez,0,0.301029995663981
báez,báez,0,0.301029995663981
gtz,gtz,0,0.301029995663981
z06,z06,0,0.301029995663981
tvnz,tvnz,0,0.301029995663981
xv,xxv,0.333333333333333,0.221848749616356
bv,bbv,0.333333333333333,0.221848749616356
t.v,t.v,0,0.301029995663981
vv,vvv,0.333333333333333,0.221848749616356
v12,v12,0,0.301029995663981
tgv,tgv,0,0.301029995663981
tv3,tv3,0,0.301029995663981
xxv,xxv,0,0.301029995663981
v10,v10,0,0.301029995663981
bwv,bwv,0,0.301029995663981
v-2,v-2,0,0.301029995663981
tv2,tv2,0,0.301029995663981
v-1,v-1,0,0.301029995663981
tv4,tv4,0,0.301029995663981
b.v,b.v,0,0.301029995663981
v70,v70,0,0.301029995663981
j.v,j.v,0,0.301029995663981
v40,v40,0,0.301029995663981
tv5,tv5,0,0.301029995663981
btv,btv,0,0.301029995663981
bbv,bbv,0,0.301029995663981
vtv,vtv,0,0.301029995663981
vvv,vvv,0,0.301029995663981
give,give,0,0.301029995663981
view,view,0,0.301029995663981
vibe,vibe,0,0.301029995663981
jive,jive,0,0.301029995663981
vive,vive,0,0.301029995663981
gove,gove,0,0.301029995663981
bove,bove,0,0.301029995663981
vep,veep,0.25,0.243038048686294
ivie,ivie,0,0.301029995663981
primera,primera,0,0.301029995663981
riviera,riviera,0,0.301029995663981
rivera,rivera,0,0.301029995663981
ribera,ribera,0,0.301029995663981
ribeira,ribeira,0,0.301029995663981
riera,riera,0,0.301029995663981
crimea,crimea,0,0.301029995663981
primer,primer,0,0.301029995663981
trimmer,trimmer,0,0.301029995663981
lorimer,lorimer,0,0.301029995663981
larimer,larimer,0,0.301029995663981
primero,primero,0,0.301029995663981
trimer,trimmer,0.142857142857143,0.26884531229258
piedras,piedras,0,0.301029995663981
piedra,piedra,0,0.301029995663981
pietra,pietra,0,0.301029995663981
pereira,pereira,0,0.301029995663981
perera,perera,0,0.301029995663981
perera,perrera,0.142857142857143,0.26884531229258
predrag,predrag,0,0.301029995663981
permira,permira,0,0.301029995663981
prieta,prieta,0,0.301029995663981
perrier,perrier,0,0.301029995663981
poirier,poirier,0,0.301029995663981
primary,primary,0,0.301029995663981
prima,primma,0.166666666666667,0.263241434774581
primate,primate,0,0.301029995663981
primal,primal,0,0.301029995663981
primark,primark,0,0.301029995663981
proxima,proxima,0,0.301029995663981
prisma,prisma,0,0.301029995663981
primex,primex,0,0.301029995663981
nuevo,nuevo,0,0.301029995663981
nuevos,nuevos,0,0.301029995663981
cuervo,cuervo,0,0.301029995663981
levon,levon,0,0.301029995663981
levo,llevo,0.2,0.255272505103306
nuovo,nuovo,0,0.301029995663981
museo,museo,0,0.301029995663981
sueño,sueño,0,0.301029995663981
juego,juego,0,0.301029995663981
nueva,nueva,0,0.301029995663981
cueva,cueva,0,0.301029995663981
gusev,gusev,0,0.301029995663981
neto,netto,0.2,0.255272505103306
newco,newco,0,0.301029995663981
ne-yo,ne-yo,0,0.301029995663981
netto,netto,0,0.301029995663981
never,never,0,0.301029995663981
nevis,nevis,0,0.301029995663981
negev,negev,0,0.301029995663981
nevin,nevin,0,0.301029995663981
neves,neves,0,0.301029995663981
nerva,nerva,0,0.301029995663981
nevus,nevus,0,0.301029995663981
nuova,nuova,0,0.301029995663981
nobuo,nobuo,0,0.301029995663981
numero,numero,0,0.301029995663981
neuer,neuer,0,0.301029995663981
nunes,nunes,0,0.301029995663981
nukem,nukem,0,0.301029995663981
neues,neues,0,0.301029995663981
nuñez,nuñez,0,0.301029995663981
judge,judge,0,0.301029995663981
crude,crude,0,0.301029995663981
laude,laude,0,0.301029995663981
maude,maude,0,0.301029995663981
judea,judea,0,0.301029995663981
rueda,rueda,0,0.301029995663981
pledge,pledge,0,0.301029995663981
pendle,pendle,0,0.301029995663981
pender,pender,0,0.301029995663981
schmitz,schmitz,0,0.301029995663981
speed,speed,0,0.301029995663981
pele,pelee,0.2,0.255272505103306
pele,pelle,0.2,0.255272505103306
pelle,pelle,0,0.301029995663981
pelee,pelee,0,0.301029995663981
pewee,pewee,0,0.301029995663981
pemex,pemex,0,0.301029995663981
peled,peled,0,0.301029995663981
pedal,pedal,0,0.301029995663981
sped,speed,0.2,0.255272505103306
pedis,pedis,0,0.301029995663981
pulse,pulse,0,0.301029995663981
purdy,purdy,0,0.301029995663981
pumped,pumped,0,0.301029995663981
vernon,vernon,0,0.301029995663981
heron,herron,0.166666666666667,0.263241434774581
merton,merton,0,0.301029995663981
neuron,neuron,0,0.301029995663981
hebron,hebron,0,0.301029995663981
kieron,kieron,0,0.301029995663981
theron,theron,0,0.301029995663981
herron,herron,0,0.301029995663981
jeroen,jeroen,0,0.301029995663981
fearon,fearon,0,0.301029995663981
lebron,lebron,0,0.301029995663981
ephron,ephron,0,0.301029995663981
berton,berton,0,0.301029995663981
veyron,veyron,0,0.301029995663981
serono,serono,0,0.301029995663981
meuron,meuron,0,0.301029995663981
burton,burton,0,0.301029995663981
sauron,sauron,0,0.301029995663981
burdon,burdon,0,0.301029995663981
gurion,gurion,0,0.301029995663981
gurdon,gurdon,0,0.301029995663981
guerin,guerin,0,0.301029995663981
lucero,lucero,0,0.301029995663981
muerto,muerto,0,0.301029995663981
cuerpo,cuerpo,0,0.301029995663981
uderzo,uderzo,0,0.301029995663981
aguero,aguero,0,0.301029995663981
fueros,fueros,0,0.301029995663981
front,front,0,0.301029995663981
frozen,frozen,0,0.301029995663981
fronte,fronte,0,0.301029995663981
froman,froman,0,0.301029995663981
felton,felton,0,0.301029995663981
ferenc,ferenc,0,0.301029995663981
ferran,ferran,0,0.301029995663981
fermin,fermin,0,0.301029995663981
ferman,ferman,0,0.301029995663981
fermín,fermín,0,0.301029995663981
fervor,fervor,0,0.301029995663981
fierro,fierro,0,0.301029995663981
ferrol,ferrol,0,0.301029995663981
ferox,ferrox,0.166666666666667,0.263241434774581
fiero,fierro,0.166666666666667,0.263241434774581
furlong,furlong,0,0.301029995663981
fusion,fusion,0,0.301029995663981
fulton,fulton,0,0.301029995663981
furman,furman,0,0.301029995663981
furor,furor,0,0.301029995663981
futuro,futuro,0,0.301029995663981
furio,furio,0,0.301029995663981
fuller,fuller,0,0.301029995663981
fuhrer,fuhrer,0,0.301029995663981
fuerte,fuerte,0,0.301029995663981
fuerza,fuerza,0,0.301029995663981
slot,sloot,0.2,0.255272505103306
salvo,salvo,0,0.301029995663981
selo,sello,0.2,0.255272505103306
salto,salto,0,0.301029995663981
salmo,salmo,0,0.301029995663981
salou,salou,0,0.301029995663981
solow,solow,0,0.301029995663981
yantai,yantai,0,0.301029995663981
sigrid,sigrid,0,0.301029995663981
sigfrid,sigfrid,0,0.301029995663981
sigurd,sigurd,0,0.301029995663981
davydov,davydov,0,0.301029995663981
segunda,segunda,0,0.301029995663981
segundo,segundo,0,0.301029995663981
segura,segura,0,0.301029995663981
seguro,seguro,0,0.301029995663981
seguros,seguros,0,0.301029995663981
acadia,acadia,0,0.301029995663981
caldas,caldas,0,0.301029995663981
scada,scada,0,0.301029995663981
cañada,cañada,0,0.301029995663981
cadena,cadena,0,0.301029995663981
cardan,cardan,0,0.301029995663981
colada,colada,0,0.301029995663981
secada,secada,0,0.301029995663981
radar,radar,0,0.301029995663981
madam,madam,0,0.301029995663981
aidan,aidan,0,0.301029995663981
mazda,mazda,0,0.301029995663981
qaeda,qaeda,0,0.301029995663981
nadia,nadia,0,0.301029995663981
adair,adair,0,0.301029995663981
wanda,wanda,0,0.301029995663981
banda,banda,0,0.301029995663981
adama,adama,0,0.301029995663981
maida,maida,0,0.301029995663981
nadal,nadal,0,0.301029995663981
magda,magda,0,0.301029995663981
adnan,adnan,0,0.301029995663981
nanda,nanda,0,0.301029995663981
qaida,qaida,0,0.301029995663981
sadat,sadat,0,0.301029995663981
maeda,maeda,0,0.301029995663981
yadav,yadav,0,0.301029995663981
